User Name,Recency,Frequency,Monetary,Cluster,Segment
kpcarter,67,1,119.9,1,Medium Value
kpcarvajal,104,1,89.9,1,Medium Value
kpcerny,17,2,192.8,1,Medium Value
kpcitizen,301,1,490.0,0,Low Value
kpcohen,281,2,333.867,0,Low Value
kpconners,284,1,149.9,0,Low Value
kpcuccia,4,1,69.9,1,Medium Value
kpdechant,155,1,600.0,1,Medium Value
kpdekker,259,2,364.70000000000005,0,Low Value
kpdilday,166,4,8800.0,1,Medium Value
kpdinger,276,3,17787.6,0,Low Value
kpdoster,281,4,7051.68,0,Low Value
kpechavarria,156,1,250.0,1,Medium Value
kpengelman,280,1,99.9,0,Low Value
kperwin,195,2,450.0,1,Medium Value
kpespada,156,2,1183.68,1,Medium Value
kpflood,154,2,1000.0,1,Medium Value
kpflournoy,309,1,99.9,0,Low Value
kpgainey,167,1,4000.0,1,Medium Value
kpgammill,240,1,184.8,0,Low Value
kpgarces,43,1,27.5,1,Medium Value
kpgarris,291,1,0.0,0,Low Value
kpgillian,261,1,144.9,0,Low Value
kpgoldfarb,265,10,12214.82,0,Low Value
kpgrimshaw,111,1,49.2,1,Medium Value
kpgroner,273,1,670.0,0,Low Value
kpguillen,278,1,0.0,0,Low Value
kpguin,66,3,968.4000000000001,1,Medium Value
kphalcomb,166,7,12590.126,1,Medium Value
kphamburg,136,2,850.7080000000001,1,Medium Value
kphaner,183,4,4171.64,1,Medium Value
kpharpe,280,2,472.325,0,Low Value
kphewitt,255,6,7450.0,0,Low Value
kphollandsworth,283,1,69.7,0,Low Value
kphousman,141,1,149.9,1,Medium Value
kphummer,82,1,254.8,1,Medium Value
kpjester,347,1,102.5,0,Low Value
kpjuhl,155,1,200.0,1,Medium Value
kpkane,278,2,835.84,0,Low Value
kpknudsen,212,1,263.9,0,Low Value
kpleak,100,2,160.8,1,Medium Value
kplepley,154,4,373.8,1,Medium Value
kplitherland,98,5,1684.425,1,Medium Value
kplummus,171,2,208.0,1,Medium Value
kpmarcus,203,3,421.7,1,Medium Value
kpmardis,21,1,1149.5,1,Medium Value
kpmarez,153,1,250.0,1,Medium Value
kpmartucci,265,2,139.8,0,Low Value
kpmccabe,170,1,135.0,1,Medium Value
kpmckinsey,183,2,108.0,1,Medium Value
kpmowry,72,1,0.0,1,Medium Value
kpoman,200,1,74.0,1,Medium Value
kppace,172,1,1800.8,1,Medium Value
kppahl,271,1,16.9,0,Low Value
kppawlowski,115,4,0.0,1,Medium Value
kppaynter,274,1,104.8,0,Low Value
kppearman,316,4,1200.0,0,Low Value
kppettry,279,1,960.3,0,Low Value
kppinto,249,1,25.0,0,Low Value
kpprine,128,4,1526.5,1,Medium Value
kpquarles,314,1,600.0,0,Low Value
kprivard,173,1,166.7,1,Medium Value
kprizzi,222,1,125.80000000000001,0,Low Value
kproach,155,2,300.0,1,Medium Value
kproush,321,3,427.8,0,Low Value
kpschoonmaker,134,1,257.6,1,Medium Value
kpscruggs,154,1,500.0,1,Medium Value
kpsecrest,230,2,717.5,0,Low Value
kpshubert,276,8,16158.599999999999,0,Low Value
kpshuttleworth,348,1,240.0,0,Low Value
kpskiba,236,4,4273.6,0,Low Value
kpsolley,168,1,1600.0,1,Medium Value
kpspinelli,69,3,159.7,1,Medium Value
kpstockard,68,53,61265.837,1,Medium Value
kpswinton,191,2,900.0,1,Medium Value
kptaff,277,1,8177.1,0,Low Value
kptalarico,140,16,11824.0,1,Medium Value
kptauber,283,1,1558.8,0,Low Value
kpthroop,154,4,650.0,1,Medium Value
kptoole,156,3,109.69999999999999,1,Medium Value
kpuren,280,1,49.9,0,Low Value
kpvancamp,282,4,5155.65,0,Low Value
kpvidrio,191,6,4290.0,1,Medium Value
kpvinci,257,1,24.9,0,Low Value
kpwardlow,284,1,0.0,0,Low Value
kpwickline,41,1,14.5,1,Medium Value
kpwittmer,53,73,126707.813,2,High Value
kpwolverton,144,2,618.9,1,Medium Value
kpwyatt,190,1,200.0,1,Medium Value
kpyounger,110,3,120.84,1,Medium Value
kpzazueta,48,3,1119.7,1,Medium Value
kqalgarin,117,5,956.5,1,Medium Value
kqalicea,235,1,1894.6,0,Low Value
kqallan,117,2,5496.0,1,Medium Value
kqapel,173,1,176.10000000000002,1,Medium Value
kqbagwell,301,2,4819.5,0,Low Value
kqbargo,154,8,3749.22,1,Medium Value
kqbodie,282,3,2276.6400000000003,0,Low Value
kqborn,284,5,4786.82,0,Low Value
kqbrochu,353,2,244.9,0,Low Value
kqbryant,276,10,6326.629999999999,0,Low Value
kqbuckelew,215,1,117.5,0,Low Value
kqbuttrey,266,28,9085.6,0,Low Value
kqcannon,153,2,2000.0,1,Medium Value
kqcapehart,30,1,1770.8,1,Medium Value
kqchamblee,195,1,555.2,1,Medium Value
kqcharlie,153,2,399.40000000000003,1,Medium Value
kqchristiansen,173,16,26896.219999999998,1,Medium Value
kqclaassen,345,1,49.9,0,Low Value
kqcrumble,154,1,250.0,1,Medium Value
kqcustard,265,3,831.3,0,Low Value
kqdalley,110,10,16243.710000000001,1,Medium Value
kqdauphin,15,93,160209.372,2,High Value
kqdepaul,281,1,1399.5,0,Low Value
kqdonohue,265,2,79.2,0,Low Value
kqeng,283,1,549.9,0,Low Value
kqfarrish,278,3,518.8,0,Low Value
kqfomby,280,6,2408.4,0,Low Value
kqforsythe,265,8,8139.1,0,Low Value
kqfrasure,175,1,3675.0,1,Medium Value
kqfreels,113,6,27599.6,1,Medium Value
kqfulton,16,9,8168.479,1,Medium Value
kqfunes,286,2,139.6,0,Low Value
kqgeiger,155,1,100.0,1,Medium Value
kqgober,64,1,269.4,1,Medium Value
kqgrinder,169,7,773.9,1,Medium Value
kqhaslett,89,16,15337.94,1,Medium Value
kqhead,92,1,49.9,1,Medium Value
kqheald,278,2,473.0,0,Low Value
kqhennessy,276,8,13273.8,0,Low Value
kqhenslee,181,2,144.0,1,Medium Value
kqherzberg,9,1,150.0,1,Medium Value
kqhitt,285,1,80.91000000000001,0,Low Value
kqhuskey,319,1,153.0,0,Low Value
kqisham,283,3,329.8,0,Low Value
kqjeter,218,1,119.9,0,Low Value
kqjun,18,1,176.0,1,Medium Value
kqkaplan,358,1,172.0,0,Low Value
kqkaye,205,1,0.0,0,Low Value
kqkesler,282,1,0.0,0,Low Value
kqkorte,215,2,304.9,0,Low Value
kqkummer,363,2,1700.0,0,Low Value
kqlacy,276,1,230.3,0,Low Value
kqlapoint,110,1,123.5,1,Medium Value
kqmarcy,276,6,4419.11,0,Low Value
kqmazurek,66,1,229.8,1,Medium Value
kqmccall,207,7,119.5,0,Low Value
kqmcclaine,178,2,9583.3,1,Medium Value
kqmccleary,336,1,0.0,0,Low Value
kqmccrimmon,273,1,156.60000000000002,0,Low Value
kqmccutcheon,158,2,114.5,1,Medium Value
kqmcglade,186,1,72.0,1,Medium Value
kqmclain,296,1,1868.2,0,Low Value
kqmcnatt,253,2,231.54000000000002,0,Low Value
kqmeehan,310,1,102.9,0,Low Value
kqmessier,199,1,52.0,1,Medium Value
kqmiley,314,3,900.0,0,Low Value
kqnatal,165,8,3200.0,1,Medium Value
kqnuckolls,154,2,300.0,1,Medium Value
kqobryant,134,1,2105.3,1,Medium Value
kqordway,94,1,49.0,1,Medium Value
kqpaez,83,4,1670.6000000000001,1,Medium Value
kqpellegrino,192,6,7993.8,1,Medium Value
kqpete,309,2,17099.8,0,Low Value
kqpetterson,218,8,5320.44001,0,Low Value
kqpresler,167,1,168.0,1,Medium Value
kqquinonez,303,1,14.9,0,Low Value
kqredden,68,1,23.5,1,Medium Value
kqrhoades,277,7,4571.28,0,Low Value
kqrhodes,65,1,399.9,1,Medium Value
kqritter,79,12,6088.9,1,Medium Value
kqsaechao,278,4,3584.5200000000004,0,Low Value
kqsalter,282,4,4716.18,0,Low Value
kqsanger,19,1,331.075,1,Medium Value
kqsenior,327,2,21799.8,0,Low Value
kqsheeran,285,1,207.81,0,Low Value
kqshires,199,1,50.0,1,Medium Value
kqsimpkins,308,1,1000.0,0,Low Value
kqsirois,278,1,1835.0,0,Low Value
kqspence,285,2,1533.6,0,Low Value
kqspink,155,1,100.0,1,Medium Value
kqstancil,154,1,400.0,1,Medium Value
kqstennis,188,1,400.0,1,Medium Value
kqstpeter,96,1,110.6,1,Medium Value
kqstruck,187,1,72.0,1,Medium Value
kqsummerfield,363,1,2090.0,0,Low Value
kqswanson,112,8,18011.32,1,Medium Value
kqtetrault,187,4,2960.04,1,Medium Value
kqtoms,188,1,185.4,1,Medium Value
kqtourville,191,1,400.0,1,Medium Value
kqtrudel,297,4,801.1,0,Low Value
kqvacca,286,1,103.4,0,Low Value
kqvarnado,124,1,69.9,1,Medium Value
kqvidrio,275,4,3604.1000000000004,0,Low Value
kqvoegele,165,1,72.0,1,Medium Value
kqwaldon,170,9,947.1,1,Medium Value
kqwalraven,52,3,706.7,1,Medium Value
kqwaring,121,1,109.9,1,Medium Value
kqwelliver,281,1,87.0,0,Low Value
kqwheelock,20,1,99.8,1,Medium Value
kqwhisler,20,1,19.9,1,Medium Value
kqwymer,285,3,481.85,0,Low Value
kqyorke,280,4,3968.28,0,Low Value
kradan,354,1,105.8,0,Low Value
kralexandre,294,1,69.8,0,Low Value
krannunziata,124,1,89.9,1,Medium Value
krbass,276,4,708.0999400000001,0,Low Value
krbay,324,1,1349.9,0,Low Value
krbeahm,153,2,300.0,1,Medium Value
krbittle,155,1,2000.0,1,Medium Value
krboivin,63,5,319.4,1,Medium Value
krbranum,278,3,4853.59,0,Low Value
krbrey,234,2,199.7,0,Low Value
krbrumfield,277,4,19929.2,0,Low Value
krbullard,129,1,2011.0,1,Medium Value
krbustillos,153,1,250.0,1,Medium Value
krcallihan,280,3,1515.78,0,Low Value
krcamara,82,6,2519.965,1,Medium Value
krcartier,180,4,1710.0,1,Medium Value
krchitty,113,1,101.9,1,Medium Value
krcordes,103,1,145.6,1,Medium Value
krcorreia,166,3,9600.0,1,Medium Value
krcrain,323,1,174.8,0,Low Value
krcummins,285,1,2650.0,0,Low Value
krcurrier,17,1,99.8,1,Medium Value
krdameron,352,1,680.0,0,Low Value
krdegroot,191,1,8.5,1,Medium Value
krdelgado,191,2,3200.0,1,Medium Value
krderose,285,2,139.15,0,Low Value
krderryberry,65,5,1268.6100000000001,1,Medium Value
krdrago,166,3,14400.0,1,Medium Value
krduell,72,1,550.0,1,Medium Value
krdutcher,281,4,6644.879999999999,0,Low Value
kreccles,27,3,8810.0,1,Medium Value
kreisenhower,323,2,3193.8,0,Low Value
krengels,322,1,299.8,0,Low Value
krewalt,153,2,1000.0,1,Medium Value
krfarina,110,18,18416.218,1,Medium Value
krfavela,282,1,104.9,0,Low Value
krfly,176,1,104.0,1,Medium Value
krforan,242,2,262.20000000000005,0,Low Value
krford,162,1,480.0,1,Medium Value
krfoster,179,1,800.0,1,Medium Value
krfouche,249,4,5425.0,0,Low Value
krfrey,143,1,5473.7,1,Medium Value
krgobert,106,5,7979.6,1,Medium Value
krgullette,323,3,4670.400000000001,0,Low Value
krhaggins,285,1,223.68,0,Low Value
krhandel,285,1,24.9,0,Low Value
krharbison,306,1,490.0,0,Low Value
krhardesty,271,1,69.9,0,Low Value
krhaubert,156,1,400.0,1,Medium Value
krhawkin,10,1,99.9,1,Medium Value
krhileman,330,1,125.0,0,Low Value
krhobson,154,3,3700.0,1,Medium Value
krhunsaker,68,13,5464.331999999999,1,Medium Value
krikard,154,1,2500.0,1,Medium Value
krjarnigan,278,3,584.0,0,Low Value
krjason,170,2,0.0,1,Medium Value
krjohnstone,174,15,54135.4,1,Medium Value
krkalish,27,1,404.5,1,Medium Value
krkoch,136,1,200.0,1,Medium Value
krkwan,61,1,139.0,1,Medium Value
krlauber,252,1,66.6,0,Low Value
krlebel,276,3,4149.75,0,Low Value
krliedtke,281,4,4788.0,0,Low Value
krlindberg,128,6,1813.58,1,Medium Value
krlittell,167,3,7200.0,1,Medium Value
krlorentz,220,1,1894.8000000000002,0,Low Value
krlucia,282,1,253.44,0,Low Value
krlupien,315,1,300.0,0,Low Value
krlybarger,265,3,461.6,0,Low Value
krmalcolm,91,3,305.615,1,Medium Value
krmarlow,284,1,64.9,0,Low Value
krmatthias,285,1,2911.0,0,Low Value
krmcfarland,153,2,1000.0,1,Medium Value
krmena,285,1,301.80100000000004,0,Low Value
krmenard,278,2,1624.8700000000001,0,Low Value
krmeserve,183,1,6759.2,1,Medium Value
krmillwood,164,1,104.0,1,Medium Value
krmurrell,168,1,400.0,1,Medium Value
krmutter,167,13,30926.977,1,Medium Value
krnesbitt,18,5,959.4999999999999,1,Medium Value
kroldfield,166,4,11943.36,1,Medium Value
krparenteau,15,4,6294.700000000001,1,Medium Value
krporche,156,1,2500.0,1,Medium Value
krprimo,285,3,2803.14,0,Low Value
krrathbun,285,1,3368.4,0,Low Value
krreep,154,9,3100.0,1,Medium Value
krreimers,110,10,8923.17,1,Medium Value
krruark,252,2,748.1,0,Low Value
krruis,282,6,0.0,0,Low Value
krruppe,21,2,614.2,1,Medium Value
krryles,284,1,2055.6,0,Low Value
krsalaam,78,1,349.9,1,Medium Value
krsantini,282,1,0.0,0,Low Value
krshropshire,154,1,200.0,1,Medium Value
krskeen,165,1,400.0,1,Medium Value
krsmalling,285,2,898.53,0,Low Value
krsnedeker,314,5,1500.0,0,Low Value
krstambaugh,229,1,89.9,0,Low Value
krtheriot,180,1,5121.0,1,Medium Value
krtoner,155,1,100.0,1,Medium Value
krtrapani,340,2,1894.5,0,Low Value
krtrollinger,281,5,9259.2,0,Low Value
krvanzandt,122,1,5416.7,1,Medium Value
krvieira,285,1,64.8,0,Low Value
krvilleda,107,1,2.2,1,Medium Value
krvolk,165,1,1200.0,1,Medium Value
krvrooman,173,1,139.9,1,Medium Value
krweston,290,5,1054.4,0,Low Value
krwilde,200,5,32886.4,1,Medium Value
krwinfrey,179,1,104.0,1,Medium Value
krwrenn,321,1,142.5,0,Low Value
ksardito,280,5,3300.8599999999997,0,Low Value
ksbarker,175,4,357.1,1,Medium Value
ksbeckles,115,1,1013.15,1,Medium Value
ksbernard,349,1,105.0,0,Low Value
ksblas,148,2,44.8,1,Medium Value
ksblose,108,2,0.0,1,Medium Value
ksbonaparte,180,4,4171.64,1,Medium Value
ksburrough,217,3,108.39999999999999,0,Low Value
kscapasso,58,1,120.0,1,Medium Value
kscasler,152,21,8588.572,1,Medium Value
kscastellon,239,2,1606.9,0,Low Value
kschamp,339,3,375.20000000000005,0,Low Value
kscharleston,299,1,1350.0,0,Low Value
kschrist,59,1,59.9,1,Medium Value
ksclair,291,6,720.4000000000001,0,Low Value
ksconway,278,1,117.5,0,Low Value
kscortright,57,9,8467.1,1,Medium Value
kscosby,15,3,3944.7000000000003,1,Medium Value
ksdebnam,290,1,59.8,0,Low Value
ksdeboer,184,2,800.0,1,Medium Value
ksdelreal,284,3,839.6999999999999,0,Low Value
ksduhart,351,1,381.5,0,Low Value
ksdurrah,326,1,69.9,0,Low Value
kseastland,213,5,6727.08,0,Low Value
ksebert,284,4,299.70000000000005,0,Low Value
ksennis,133,1,1136.8,1,Medium Value
kseppinger,272,1,59.9,0,Low Value
ksfish,123,1,35.0,1,Medium Value
ksfisk,62,1,60.0,1,Medium Value
ksgalligan,308,1,104.7,0,Low Value
ksgebhart,279,1,0.0,0,Low Value
ksgervais,256,1,178.8,0,Low Value
ksgist,110,4,2912.928,1,Medium Value
ksgooch,117,9,9338.632000000001,1,Medium Value
ksharness,316,5,1350.0,0,Low Value
kshepp,282,1,44.9,0,Low Value
ksherrin,282,2,1970.0,0,Low Value
kshillyer,221,1,0.0,0,Low Value
kshumes,275,2,207.9,0,Low Value
ksjanis,9,1,442.4,1,Medium Value
ksjeffery,277,9,31637.7,0,Low Value
kskain,86,8,144006.1,1,Medium Value
kskittredge,278,4,19091.8,0,Low Value
kskopec,226,1,23.9,0,Low Value
kskravitz,278,2,958.3,0,Low Value
kskyzer,311,1,79.9,0,Low Value
kslambdin,278,8,19495.8,0,Low Value
kslatta,24,6,1745.8029999999999,1,Medium Value
kslemmon,247,2,486.2,0,Low Value
ksleslie,361,14,13397.9,0,Low Value
kslott,293,1,25.0,0,Low Value
kslowrey,284,1,395.91,0,Low Value
ksmader,309,1,1278.4,0,Low Value
ksmarkham,277,1,140.0,0,Low Value
ksmcgrail,280,7,3837.2000000000003,0,Low Value
ksmckay,104,4,318.5,1,Medium Value
ksmckenzie,188,1,72.0,1,Medium Value
ksmessier,169,4,608.0,1,Medium Value
ksmorillo,280,1,416.5,0,Low Value
ksmurff,328,2,275.5,0,Low Value
kspettengill,154,5,500.0,1,Medium Value
kspinkerton,168,1,249.0,1,Medium Value
kspinkney,285,1,29.9,0,Low Value
kspolen,182,1,902.6,1,Medium Value
ksponton,89,6,7153.800000000001,1,Medium Value
kspoorman,30,2,3134.8,1,Medium Value
ksrippey,167,1,300.0,1,Medium Value
ksrobbins,278,1,2028.06,0,Low Value
ksruth,154,2,600.0,1,Medium Value
kssalvatore,64,6,1231.7,1,Medium Value
kssea,258,1,129.8,0,Low Value
ksstahr,291,1,36.3,0,Low Value
ksstansfield,56,1,99.9,1,Medium Value
ksstilwell,289,2,139.8,0,Low Value
ksstorer,284,2,9819.0,0,Low Value
kssturgill,53,2,49.5,1,Medium Value
ksswett,167,1,1600.0,1,Medium Value
kstapp,136,4,3521.9,1,Medium Value
kstavarez,283,1,29.9,0,Low Value
ksteague,281,1,179.91,0,Low Value
ksthorne,113,3,4389.294,1,Medium Value
kstumlin,10,54,27957.023,1,Medium Value
ksvalenti,154,1,600.0,1,Medium Value
ksvarnado,195,3,1000.0,1,Medium Value
ksveasley,278,4,9478.4,0,Low Value
ksvillarreal,78,1,209.4,1,Medium Value
kswalls,231,2,128.4,0,Low Value
kswann,318,1,145.0,0,Low Value
kswestmoreland,76,3,217.8,1,Medium Value
kswhitaker,275,1,2999.9,0,Low Value
kswiggins,278,1,4721.1,0,Low Value
kszambrano,189,1,2780.0,1,Medium Value
ktadcock,17,3,382.37249999999995,1,Medium Value
ktatwell,40,2,369.0,1,Medium Value
ktayres,316,1,150.0,0,Low Value
ktbarbera,156,1,250.0,1,Medium Value
ktbartling,5,4,824.9,1,Medium Value
ktbashir,132,1,58.0,1,Medium Value
ktbenevides,280,1,101.475,0,Low Value
ktboddie,226,1,88.9,0,Low Value
ktbowlin,48,5,3789.218,1,Medium Value
ktbradway,277,8,9206.52,0,Low Value
ktbrinson,153,3,1500.0,1,Medium Value
ktcarte,276,3,737.4399999999999,0,Low Value
ktclare,177,3,1327.5,1,Medium Value
ktclark,154,1,200.0,1,Medium Value
ktcomstock,226,1,499.9,0,Low Value
ktcypert,117,4,8960.9,1,Medium Value
ktdashner,278,1,821.88,0,Low Value
ktdebellis,277,2,197.7,0,Low Value
ktdejesus,69,2,3079.0,1,Medium Value
ktdemar,274,1,164.9,0,Low Value
ktdespain,156,2,600.0,1,Medium Value
ktduffield,302,3,495.0,0,Low Value
ktedelen,345,1,849.9,0,Low Value
ktesteban,281,2,264.0,0,Low Value
ktfred,144,3,259.70000000000005,1,Medium Value
ktgadsden,349,1,39.8,0,Low Value
ktgoo,45,6,9627.535,1,Medium Value
ktgouin,111,1,64.9,1,Medium Value
ktgravitt,283,1,212.9,0,Low Value
kthardy,6,4,514.4,1,Medium Value
ktherrod,278,1,248.4,0,Low Value
kthervey,292,1,205.6,0,Low Value
kthesson,139,2,2199.9,1,Medium Value
ktholifield,278,2,2179.8,0,Low Value
kthollifield,358,1,142.6,0,Low Value
kthorner,279,1,329.9,0,Low Value
kthulse,278,2,28.4,0,Low Value
kthumphery,191,3,2000.0,1,Medium Value
kthunley,154,2,8600.0,1,Medium Value
ktirish,113,8,1645.9,1,Medium Value
ktkerby,136,1,153.7,1,Medium Value
ktlabarre,320,3,1914.72,0,Low Value
ktlaboy,278,4,23137.55,0,Low Value
ktlafferty,278,1,797.28,0,Low Value
ktlanglois,292,2,623.7,0,Low Value
ktlaura,12,1,0.0,1,Medium Value
ktlazo,193,2,0.0,1,Medium Value
ktlerman,139,1,997.6,1,Medium Value
ktlesko,187,2,433.3,1,Medium Value
ktlowenstein,143,5,742.5,1,Medium Value
ktlukes,54,1,174.7,1,Medium Value
ktmajor,138,2,114.66499999999999,1,Medium Value
ktmallette,68,1,34.5,1,Medium Value
ktmang,108,1,28.9,1,Medium Value
ktmayor,210,2,479.40000000000003,0,Low Value
ktmazzariello,278,2,89.6,0,Low Value
ktmcclary,242,1,15.0,0,Low Value
ktmclaughlin,254,1,152.5,0,Low Value
ktmenzies,316,1,42.8,0,Low Value
ktmoorhouse,284,1,138.9,0,Low Value
ktnordberg,156,1,150.0,1,Medium Value
ktnoren,291,1,99.8,0,Low Value
ktnowakowski,117,7,8799.8,1,Medium Value
ktong,283,1,1857.9,0,Low Value
ktpalmateer,272,1,99.8,0,Low Value
ktparkey,156,1,200.0,1,Medium Value
ktparrino,283,1,24.9,0,Low Value
ktperry,278,1,135.0,0,Low Value
ktplumley,95,3,912.425,1,Medium Value
ktramer,154,2,800.0,1,Medium Value
ktrawson,140,12,3378.33,1,Medium Value
ktricheson,340,1,66.4,0,Low Value
ktrobitaille,172,1,1600.0,1,Medium Value
ktrockwood,25,14,34779.0,1,Medium Value
ktrooney,181,2,124.0,1,Medium Value
ktroyster,239,1,60.0,0,Low Value
ktsaliba,184,1,115.0,1,Medium Value
ktsavell,276,1,394.7,0,Low Value
ktseales,305,1,140.0,0,Low Value
ktselfridge,297,1,1898.8,0,Low Value
ktshapiro,257,7,1041.5,0,Low Value
ktshumate,269,1,168.0,0,Low Value
ktsinn,154,3,550.0,1,Medium Value
ktsnead,167,1,1476.5,1,Medium Value
ktsokolowski,159,1,49.9,1,Medium Value
ktsprayberry,92,5,6167.705,1,Medium Value
ktstarks,90,2,254.305,1,Medium Value
ktstephenson,96,5,5863.1,1,Medium Value
kttippett,46,5,2413.045,1,Medium Value
ktweiland,155,1,100.0,1,Medium Value
ktwindham,115,1,10375.0,1,Medium Value
ktwoolsey,276,17,5200.96,0,Low Value
ktwurth,29,9,1382.25,1,Medium Value
ktyopp,214,3,643.8,0,Low Value
ktzak,325,1,288.4,0,Low Value
kuaman,161,2,379.8,1,Medium Value
kubenninger,158,1,50.0,1,Medium Value
kubesser,278,1,179.9,0,Low Value
kublanc,359,1,70.0,0,Low Value
kubohl,190,3,1100.0,1,Medium Value
kubonney,279,5,3795.999999999999,0,Low Value
kubrazelton,120,3,3856.8,1,Medium Value
kubrogden,254,1,6770.0,0,Low Value
kucarberry,278,1,144.33,0,Low Value
kuchagnon,323,4,1810.1999999999998,0,Low Value
kuclore,283,1,135.0,0,Low Value
kucollinsworth,278,1,527.8399999999999,0,Low Value
kucousar,132,2,59.8,1,Medium Value
kucreek,170,1,179.8,1,Medium Value
kudegeorge,156,2,200.0,1,Medium Value
kudejesus,129,2,20459.0,1,Medium Value
kudelgado,140,4,832.9,1,Medium Value
kudisanto,195,2,400.0,1,Medium Value
kudonnellan,327,1,874.4399999999998,0,Low Value
kudore,277,1,59.9,0,Low Value
kudry,2,1,139.7,1,Medium Value
kuedgar,126,1,8937.5,1,Medium Value
kuescudero,68,9,17300.716,1,Medium Value
kugalyon,154,1,250.0,1,Medium Value
kugodbolt,158,2,519.04,1,Medium Value
kugossage,41,1,279.2,1,Medium Value
kugrado,353,1,255.5,0,Low Value
kugrainger,98,1,258.4,1,Medium Value
kuharn,96,3,121.03999999999999,1,Medium Value
kuherrman,293,2,219.8,0,Low Value
kuheyer,276,3,5995.12,0,Low Value
kuhilson,339,1,200.0,0,Low Value
kuhuber,153,5,1600.0,1,Medium Value
kujahn,155,1,50.0,1,Medium Value
kujahnke,154,3,600.0,1,Medium Value
kujain,277,1,86.4,0,Low Value
kujamar,154,2,182.4,1,Medium Value
kujeppesen,154,2,700.0,1,Medium Value
kujock,178,1,104.0,1,Medium Value
kukaplan,194,1,52.0,1,Medium Value
kukells,291,4,0.0,0,Low Value
kukelly,341,1,99.9,0,Low Value
kukilburn,191,8,8573.024000000001,1,Medium Value
kukorando,282,4,3059.3199999999997,0,Low Value
kukroeger,116,1,450.0,1,Medium Value
kuladouceur,240,4,0.0,0,Low Value
kulamay,243,3,716.3,0,Low Value
kulehn,262,3,2269.18,0,Low Value
kulevey,156,3,3200.0,1,Medium Value
kuliggins,111,1,54.0,1,Medium Value
kulittell,176,1,104.0,1,Medium Value
kumarten,188,1,72.0,1,Medium Value
kumatheney,101,8,40531.092000000004,1,Medium Value
kumayon,160,1,49.9,1,Medium Value
kumccullar,214,1,399.8,0,Low Value
kumcdevitt,67,1,107.1,1,Medium Value
kumchenry,326,1,222.9,0,Low Value
kumiddleton,315,1,49.9,0,Low Value
kumorley,155,3,1500.0,1,Medium Value
kunegrete,153,1,100.0,1,Medium Value
kunewburn,155,1,600.0,1,Medium Value
kunoyes,278,3,558.25,0,Low Value
kuotwell,153,3,300.0,1,Medium Value
kupatino,4,7,6702.45,1,Medium Value
kupeirce,221,4,568.6,0,Low Value
kuperson,6,1,1473.4,1,Medium Value
kupinon,277,1,163.29,0,Low Value
kuplyler,163,1,196.3,1,Medium Value
kupons,101,3,398.7,1,Medium Value
kupoulson,80,6,18901.7,1,Medium Value
kuprentice,192,1,72.0,1,Medium Value
kupritchett,189,1,10.0,1,Medium Value
kureddy,291,7,3100.3999999999996,0,Low Value
kuridinger,278,1,596.0,0,Low Value
kusato,191,4,4789.928,1,Medium Value
kuschwindt,91,2,183.36,1,Medium Value
kusherwin,167,4,2400.0,1,Medium Value
kushingleton,285,1,74.25,0,Low Value
kushortt,116,10,15073.946,1,Medium Value
kushoup,6,3,815.81,1,Medium Value
kusolorio,219,1,252.8,0,Low Value
kustanko,119,1,139.9,1,Medium Value
kuteske,193,1,100.0,1,Medium Value
kutownsley,111,3,1205.7,1,Medium Value
kutraub,285,1,129.7,0,Low Value
kuvale,256,1,19.9,0,Low Value
kuvanderbilt,224,1,40.0,0,Low Value
kuvanleuven,278,1,231.68,0,Low Value
kuvictorino,123,1,55.0,1,Medium Value
kuwinkel,10,9,28867.3,1,Medium Value
kuwitmer,285,1,319.12,0,Low Value
kvackles,321,3,129.6,0,Low Value
kvadelson,153,1,250.0,1,Medium Value
kvarends,25,1,2478.9,1,Medium Value
kvbachmann,89,30,48010.57697,1,Medium Value
kvbaldree,191,1,144.0,1,Medium Value
kvbanning,278,1,325.0,0,Low Value
kvbatres,283,1,1598.44,0,Low Value
kvbeaman,277,4,4635.24,0,Low Value
kvberinger,189,1,1200.0,1,Medium Value
kvbice,54,3,3410.3999999999996,1,Medium Value
kvblakeney,284,1,670.0,0,Low Value
kvboutin,210,2,213.0,0,Low Value
kvbrunton,285,1,147.23999999999998,0,Low Value
kvbuhl,9,2,178.8,1,Medium Value
kvbump,200,1,74.0,1,Medium Value
kvburciaga,157,2,335.9,1,Medium Value
kvceaser,285,4,6868.8,0,Low Value
kvchartrand,214,1,128.9,0,Low Value
kvcliff,239,7,1043.34,0,Low Value
kvcombs,110,3,1535.138,1,Medium Value
kvdarcy,155,5,5000.0,1,Medium Value
kvdargan,77,2,186.4,1,Medium Value
kvdeal,308,1,279.70000000000005,0,Low Value
kvdeutsch,282,1,128.0,0,Low Value
kvelamin,12,2,655.75,1,Medium Value
kvenglish,101,3,0.0,1,Medium Value
kvfolden,47,3,318.8,1,Medium Value
kvgrabill,276,2,103.95,0,Low Value
kvgunderson,153,2,500.0,1,Medium Value
kvgutowski,283,11,28780.120000000003,0,Low Value
kvhampson,278,6,3252.22,0,Low Value
kvhathcock,262,3,2010.0,0,Low Value
kvheenan,210,2,219.8,0,Low Value
kvheise,278,4,7812.72,0,Low Value
kvhermanson,16,5,1181.205,1,Medium Value
kvhinz,66,1,529.9,1,Medium Value
